pl_name
"Qatar-4 b"
"WASP-63 b"
"HIP 29442 c"
"TOI-880.02"
"TOI-4010 b"
"TOI-270 d"
"TOI-470 b"
"HIP 29442 d"
"TOI-4010 d"
"LHS 1678 b"
"HATS-75 b"
"HAT-P-61 b"
"WASP-46 b"
"HD 18599 b"
"WASP-126 c"
"TOI-5218 b"
"WASP-53 c"
"WASP-91 b"
"TOI-270 c"
"TOI-540 b"
"TOI-1075 b"
"HAT-P-67 b"
"TOI-2459 b"
"HATS-76 b"
"TOI-251 b"
"HATS-3 b"
"HATS-33 b"
"HD 109833 c"
"TOI-3568 b"
"Kepler-448 c"
"TOI-3714 b"
"TIC 257060897 b"
"TOI-640 b"
"TOI-778 b"
"TOI-4010 e"
"HAT-P-38 b"
"HAT-P-19 b"
"TOI-1269 b"
"TOI-480 b"
"HATS-14 b"
"TOI-4010 c"
"Kepler-861 b"
"Kepler-1670 b"
"Kepler-325 b"
"Kepler-96 b"
"LP 791-18 c"
"Kepler-6 b"
"TOI-122 b"
"WASP-16 b"
"TOI-1221 b"
"HAT-P-51 b"
"GJ 1252 b"
"KOI-12 b"
"HD 15337 b"
"HD 109833 b"
"HATS-46 b"
"TOI-270 b"
"DS Tuc A b"
"Kepler-323 b"
"Kepler-300 c"
"GJ 27.1 b"
"HD 102365 b"
"Kepler-306 c"
"Kepler-1034 b"
"Luhman 16 b"
"Kepler-9 c"
"CoRoT-36 b"
"KOI-1599.01"
"Kepler-317 b"
"Kepler-454 b"
"HD 220197 b"
"Kepler-299 c"
"Kepler-295 b"
"Kepler-759 b"
"Kepler-906 b"
"Kepler-955 b"
"OGLE-2014-BLG-0319L b"
"DMPP-4 b"
"HD 36384 b"
"KOI-351 f"
"KMT-2019-BLG-0297L b"
"OGLE-TR-113 b"
"TOI-128.01"
"TOI-1450 A b"
"OGLE-2023-BLG-0836L b"
"Teegarden's Star b"
"WASP-150 b"
"WASP-114 b"
"gam1 Leo b"
"WASP-25 b"
"WASP-161 b"
"WASP-167 b"
"WASP-172 b"
"WASP-183 b"
"HD 110067 c"
"TOI-712 d"
"TOI-2202 c"
"TOI-500 e"
"Kepler-1312 b"
"Kepler-84 c"
"Kepler-100 c"
"Kepler-1221 b"
"Kepler-384 b"
"Kepler-221 d"
"Kepler-1348 b"
"Kepler-329 b"
"Kepler-132 d"
"Kepler-1739 b"
"Kepler-1783 b"
"TOI-1273 b"
"WASP-26 b"
"WASP-29 b"
"KMT-2021-BLG-1077L c"
"Kepler-337 b"
"Kepler-1721 b"
"Kepler-79 d"
"Kepler-446 b"
"Kepler-100 d"
"Kepler-81 d"
"Kepler-480 b"
"Kepler-31 c"
"Kepler-527 b"
"Kepler-262 b"
"Kepler-1075 b"
"Kepler-100 b"
"Kepler-334 c"
"Kepler-403 c"
"Kepler-411 e"
"Kepler-436 c"
"Kepler-1384 b"
"Kepler-414 c"
"Kepler-288 d"
"Kepler-1276 b"
"Kepler-252 b"
"Kepler-401 c"
"TOI-782 b"
"Kepler-1280 b"
"Kepler-392 b"
"Kepler-185 b"
"Kepler-755 c"
"Kepler-1457 b"
"Kepler-417 c"
"Kepler-1111 b"
"Kepler-187 b"
"Kepler-206 d"
"Kepler-87 c"
"Kepler-1289 b"
"Kepler-353 b"
"KMT-2021-BLG-1303L b"
"Kepler-285 c"
"Kepler-191 c"
"Kepler-366 c"
"Kepler-367 c"
"Kepler-1419 b"
"Kepler-1422 b"
"Kepler-825 c"
"Kepler-298 c"
"Kepler-1307 b"
"Kepler-535 b"
"HD 156668 c"
"HIP 38594 c"
"Kepler-136 b"
"CoRoT-35 b"
"Kepler-1676 b"
"Kepler-328 b"
"Kepler-384 c"
"Kepler-1194 b"
"Kepler-1591 b"
"Kepler-400 b"
"Kepler-1211 b"
"Kepler-206 b"
"Kepler-84 e"
"Kepler-1135 b"
"Kepler-1216 b"
"Kepler-1217 b"
"Kepler-1336 b"
"Kepler-1680 b"
"BD+45 564 b"
"Kepler-250 b"
"Kepler-1151 b"
"Kepler-1462 b"
"Kepler-1466 b"
"Kepler-1470 b"
"Kepler-641 b"
"Kepler-1604 b"
"Kepler-1549 b"
"Kepler-1594 b"
"Kepler-1475 b"
"Kepler-154 f"
"Kepler-239 b"
"Kepler-184 b"
"Kepler-713 b"
"Kepler-1418 b"
"Kepler-121 b"
"Kepler-248 c"
"Kepler-1504 b"
"Kepler-635 b"
"Kepler-386 b"
"Kepler-1245 c"
